Source,Target,Type
APA,COG,Undirected
APC,CAM,Undirected
BHI,CAM,Undirected
EQT,CHK,Undirected
APC,CHK,Undirected
APA,CHK,Undirected
COG,CHK,Undirected
CAM,CHK,Undirected
MO,CVX,Undirected
ADM,CVX,Undirected
CNP,CVX,Undirected
D,CVX,Undirected
GAS,CVX,Undirected
NI,CVX,Undirected
NU,CVX,Undirected
OKE,CVX,Undirected
SRE,CVX,Undirected
APC,CVX,Undirected
BHI,CVX,Undirected
APC,COP,Undirected
APA,COP,Undirected
BHI,COP,Undirected
COG,COP,Undirected
CHK,COP,Undirected
CVX,COP,Undirected
ADM,CNX,Undirected
DF,CNX,Undirected
HNZ,CNX,Undirected
WFM,CNX,Undirected
AES,CNX,Undirected
EQT,CNX,Undirected
OKE,CNX,Undirected
COG,CNX,Undirected
CVX,CNX,Undirected
ADM,DNR,Undirected
CL,DNR,Undirected
K,DNR,Undirected
WMT,DNR,Undirected
WFM,DNR,Undirected
DTE,DNR,Undirected
EQT,DNR,Undirected
PGN,DNR,Undirected
APA,DNR,Undirected
COG,DNR,Undirected
CAM,DNR,Undirected
COP,DNR,Undirected
CNX,DNR,Undirected
COST,DVN,Undirected
WMT,DVN,Undirected
D,DVN,Undirected
EIX,DVN,Undirected
APC,DVN,Undirected
APA,DVN,Undirected
COG,DVN,Undirected
CAM,DVN,Undirected
CHK,DVN,Undirected
CVX,DVN,Undirected
COP,DVN,Undirected
DNR,DVN,Undirected
CL,DO,Undirected
K,DO,Undirected
PEP,DO,Undirected
PG,DO,Undirected
SWY,DO,Undirected
NEE,DO,Undirected
PNW,DO,Undirected
SO,DO,Undirected
APA,DO,Undirected
BHI,DO,Undirected
COG,DO,Undirected
DVN,DO,Undirected
MO,EP,Undirected
ADM,EP,Undirected
CPB,EP,Undirected
HNZ,EP,Undirected
KR,EP,Undirected
RAI,EP,Undirected
TSN,EP,Undirected
WMT,EP,Undirected
WAG,EP,Undirected
AES,EP,Undirected
AEE,EP,Undirected
CNP,EP,Undirected
CMS,EP,Undirected
DTE,EP,Undirected
DUK,EP,Undirected
EQT,EP,Undirected
GAS,EP,Undirected
NI,EP,Undirected
NU,EP,Undirected
PPL,EP,Undirected
SRE,EP,Undirected
XEL,EP,Undirected
APC,EP,Undirected
APA,EP,Undirected
CVX,EP,Undirected
CNX,EP,Undirected
DVN,EP,Undirected
CCE,EOG,Undirected
KFT,EOG,Undirected
D,EOG,Undirected
EQT,EOG,Undirected
APC,EOG,Undirected
APA,EOG,Undirected
COG,EOG,Undirected
CHK,EOG,Undirected
CVX,EOG,Undirected
COP,EOG,Undirected
CNX,EOG,Undirected
DNR,EOG,Undirected
DVN,EOG,Undirected
MO,XOM,Undirected
ADM,XOM,Undirected
CPB,XOM,Undirected
KO,XOM,Undirected
CVS,XOM,Undirected
GIS,XOM,Undirected
KMB,XOM,Undirected
TAP,XOM,Undirected
PEP,XOM,Undirected
PG,XOM,Undirected
RAI,XOM,Undirected
SWY,XOM,Undirected
HSY,XOM,Undirected
WMT,XOM,Undirected
D,XOM,Undirected
EXC,XOM,Undirected
GAS,XOM,Undirected
NI,XOM,Undirected
PCG,XOM,Undirected
APC,XOM,Undirected
APA,XOM,Undirected
CVX,XOM,Undirected
COP,XOM,Undirected
EP,XOM,Undirected
ADM,FTI,Undirected
COST,FTI,Undirected
EQT,FTI,Undirected
OKE,FTI,Undirected
APA,FTI,Undirected
BHI,FTI,Undirected
CAM,FTI,Undirected
CHK,FTI,Undirected
CNX,FTI,Undirected
DNR,FTI,Undirected
DO,FTI,Undirected
EP,FTI,Undirected
CVS,HAL,Undirected
WFM,HAL,Undirected
OKE,HAL,Undirected
SRE,HAL,Undirected
APA,HAL,Undirected
BHI,HAL,Undirected
COG,HAL,Undirected
CAM,HAL,Undirected
CHK,HAL,Undirected
COP,HAL,Undirected
CNX,HAL,Undirected
DO,HAL,Undirected
XOM,HAL,Undirected
FTI,HAL,Undirected
PEP,HP,Undirected
EQT,HP,Undirected
GAS,HP,Undirected
APC,HP,Undirected
COG,HP,Undirected
CAM,HP,Undirected
CHK,HP,Undirected
DVN,HP,Undirected
DO,HP,Undirected
FTI,HP,Undirected
HAL,HP,Undirected
COST,HES,Undirected
PEP,HES,Undirected
APA,HES,Undirected
CVX,HES,Undirected
COP,HES,Undirected
CNX,HES,Undirected
DNR,HES,Undirected
DO,HES,Undirected
EOG,HES,Undirected
XOM,HES,Undirected
EIX,MRO,Undirected
EQT,MRO,Undirected
OKE,MRO,Undirected
APC,MRO,Undirected
COG,MRO,Undirected
CVX,MRO,Undirected
COP,MRO,Undirected
CNX,MRO,Undirected
DNR,MRO,Undirected
XOM,MRO,Undirected
HAL,MRO,Undirected
HES,MRO,Undirected
APC,MUR,Undirected
APA,MUR,Undirected
CHK,MUR,Undirected
CVX,MUR,Undirected
COP,MUR,Undirected
DVN,MUR,Undirected
DO,MUR,Undirected
EP,MUR,Undirected
EOG,MUR,Undirected
XOM,MUR,Undirected
FTI,MUR,Undirected
HES,MUR,Undirected
MRO,MUR,Undirected
MO,NBR,Undirected
WFM,NBR,Undirected
NEE,NBR,Undirected
APC,NBR,Undirected
APA,NBR,Undirected
BHI,NBR,Undirected
CAM,NBR,Undirected
DVN,NBR,Undirected
DO,NBR,Undirected
EP,NBR,Undirected
EOG,NBR,Undirected
HAL,NBR,Undirected
HP,NBR,Undirected
MKC,NOV,Undirected
PG,NOV,Undirected
WMT,NOV,Undirected
WAG,NOV,Undirected
DTE,NOV,Undirected
EQT,NOV,Undirected
APA,NOV,Undirected
BHI,NOV,Undirected
CAM,NOV,Undirected
CHK,NOV,Undirected
DVN,NOV,Undirected
DO,NOV,Undirected
FTI,NOV,Undirected
HAL,NOV,Undirected
HP,NOV,Undirected
HES,NOV,Undirected
MRO,NOV,Undirected
MUR,NOV,Undirected
NBR,NOV,Undirected
COST,NFX,Undirected
PG,NFX,Undirected
EQT,NFX,Undirected
APC,NFX,Undirected
APA,NFX,Undirected
BHI,NFX,Undirected
COG,NFX,Undirected
CAM,NFX,Undirected
CHK,NFX,Undirected
CNX,NFX,Undirected
DNR,NFX,Undirected
DVN,NFX,Undirected
EOG,NFX,Undirected
FTI,NFX,Undirected
HP,NFX,Undirected
MRO,NFX,Undirected
MUR,NFX,Undirected
NBR,NFX,Undirected
NOV,NFX,Undirected
HSY,NE,Undirected
APC,NE,Undirected
BHI,NE,Undirected
CAM,NE,Undirected
DVN,NE,Undirected
DO,NE,Undirected
FTI,NE,Undirected
HAL,NE,Undirected
HP,NE,Undirected
HES,NE,Undirected
MUR,NE,Undirected
NBR,NE,Undirected
NOV,NE,Undirected
COST,NBL,Undirected
WAG,NBL,Undirected
EQT,NBL,Undirected
OKE,NBL,Undirected
APC,NBL,Undirected
APA,NBL,Undirected
COG,NBL,Undirected
CHK,NBL,Undirected
COP,NBL,Undirected
CNX,NBL,Undirected
DNR,NBL,Undirected
DVN,NBL,Undirected
