Source,Target,Type
POM,SRE,Undirected
SCG,SRE,Undirected
AVP,SO,Undirected
KO,SO,Undirected
CCE,SO,Undirected
CL,SO,Undirected
STZ,SO,Undirected
CVS,SO,Undirected
EL,SO,Undirected
KR,SO,Undirected
MKC,SO,Undirected
PEP,SO,Undirected
PG,SO,Undirected
SLE,SO,Undirected
SJM,SO,Undirected
WAG,SO,Undirected
WFM,SO,Undirected
AEE,SO,Undirected
AEP,SO,Undirected
ED,SO,Undirected
D,SO,Undirected
DUK,SO,Undirected
EXC,SO,Undirected
TEG,SO,Undirected
NEE,SO,Undirected
PNW,SO,Undirected
PPL,SO,Undirected
PGN,SO,Undirected
KO,TE,Undirected
COST,TE,Undirected
GIS,TE,Undirected
MKC,TE,Undirected
PG,TE,Undirected
RAI,TE,Undirected
SWY,TE,Undirected
AEE,TE,Undirected
CNP,TE,Undirected
ED,TE,Undirected
CEG,TE,Undirected
D,TE,Undirected
DTE,TE,Undirected
EQT,TE,Undirected
EXC,TE,Undirected
NU,TE,Undirected
POM,TE,Undirected
PPL,TE,Undirected
SCG,TE,Undirected
SRE,TE,Undirected
SO,TE,Undirected
CLX,WEC,Undirected
KMB,WEC,Undirected
SLE,WEC,Undirected
TSN,WEC,Undirected
AEP,WEC,Undirected
CMS,WEC,Undirected
DUK,WEC,Undirected
EIX,WEC,Undirected
ETR,WEC,Undirected
FE,WEC,Undirected
TEG,WEC,Undirected
GAS,WEC,Undirected
NI,WEC,Undirected
POM,WEC,Undirected
PPL,WEC,Undirected
PGN,WEC,Undirected
SCG,WEC,Undirected
SRE,WEC,Undirected
SO,WEC,Undirected
CPB,XEL,Undirected
KO,XEL,Undirected
STZ,XEL,Undirected
EL,XEL,Undirected
HNZ,XEL,Undirected
HRL,XEL,Undirected
KFT,XEL,Undirected
TAP,XEL,Undirected
PEP,XEL,Undirected
PG,XEL,Undirected
RAI,XEL,Undirected
SLE,XEL,Undirected
SJM,XEL,Undirected
WAG,XEL,Undirected
WFM,XEL,Undirected
AEP,XEL,Undirected
CNP,XEL,Undirected
DTE,XEL,Undirected
DUK,XEL,Undirected
EIX,XEL,Undirected
EXC,XEL,Undirected
NEE,XEL,Undirected
NI,XEL,Undirected
NU,XEL,Undirected
PCG,XEL,Undirected
PNW,XEL,Undirected
SCG,XEL,Undirected
SO,XEL,Undirected
TE,XEL,Undirected
AVP,APC,Undirected
HRL,APC,Undirected
KFT,APC,Undirected
SYY,APC,Undirected
HSY,APC,Undirected
TEG,APC,Undirected
NI,APC,Undirected
PGN,APC,Undirected
SRE,APC,Undirected
SYY,APA,Undirected
CEG,APA,Undirected
GAS,APA,Undirected
SO,APA,Undirected
APC,APA,Undirected
ADM,BHI,Undirected
STZ,BHI,Undirected
AES,BHI,Undirected
AEE,BHI,Undirected
DTE,BHI,Undirected
TEG,BHI,Undirected
PGN,BHI,Undirected
APA,BHI,Undirected
TAP,COG,Undirected
SLE,COG,Undirected
AEP,COG,Undirected
CMS,COG,Undirected
D,COG,Undirected
GAS,COG,Undirected
PGN,COG,Undirected
APC,COG,Undirected
TAP,CAM,Undirected
OKE,CAM,Undirected
COG,CAM,Undirected
DF,CHK,Undirected
TAP,CHK,Undirected
SYY,CHK,Undirected
AES,CHK,Undirected
APC,CHK,Undirected
APA,CHK,Undirected
COG,CHK,Undirected
CAM,CHK,Undirected
MO,CVX,Undirected
ADM,CVX,Undirected
CCE,CVX,Undirected
CL,CVX,Undirected
COST,CVX,Undirected
CVS,CVX,Undirected
K,CVX,Undirected
KFT,CVX,Undirected
MKC,CVX,Undirected
TAP,CVX,Undirected
SYY,CVX,Undirected
TSN,CVX,Undirected
WFM,CVX,Undirected
AES,CVX,Undirected
TEG,CVX,Undirected
GAS,CVX,Undirected
NI,CVX,Undirected
NU,CVX,Undirected
PPL,CVX,Undirected
SRE,CVX,Undirected
CAM,CVX,Undirected
KR,COP,Undirected
EQT,COP,Undirected
GAS,COP,Undirected
NI,COP,Undirected
APC,COP,Undirected
APA,COP,Undirected
COG,COP,Undirected
CHK,COP,Undirected
CVX,COP,Undirected
ADM,CNX,Undirected
KO,CNX,Undirected
STZ,CNX,Undirected
GIS,CNX,Undirected
PG,CNX,Undirected
SVU,CNX,Undirected
HSY,CNX,Undirected
WMT,CNX,Undirected
DTE,CNX,Undirected
EQT,CNX,Undirected
GAS,CNX,Undirected
POM,CNX,Undirected
PCG,CNX,Undirected
APA,CNX,Undirected
COG,CNX,Undirected
CHK,CNX,Undirected
ADM,DNR,Undirected
CLX,DNR,Undirected
HNZ,DNR,Undirected
HRL,DNR,Undirected
MKC,DNR,Undirected
SWY,DNR,Undirected
CEG,DNR,Undirected
EQT,DNR,Undirected
EXC,DNR,Undirected
PPL,DNR,Undirected
APC,DNR,Undirected
APA,DNR,Undirected
COG,DNR,Undirected
AVP,DVN,Undirected
CLX,DVN,Undirected
STZ,DVN,Undirected
RAI,DVN,Undirected
SJM,DVN,Undirected
AES,DVN,Undirected
EXC,DVN,Undirected
TEG,DVN,Undirected
APC,DVN,Undirected
APA,DVN,Undirected
COG,DVN,Undirected
CHK,DVN,Undirected
CVX,DVN,Undirected
COP,DVN,Undirected
DNR,DVN,Undirected
KO,DO,Undirected
KMB,DO,Undirected
CNP,DO,Undirected
DUK,DO,Undirected
FE,DO,Undirected
APC,DO,Undirected
BHI,DO,Undirected
CAM,DO,Undirected
COP,DO,Undirected
MO,EP,Undirected
HSY,EP,Undirected
AES,EP,Undirected
CNP,EP,Undirected
NEE,EP,Undirected
APC,EP,Undirected
APA,EP,Undirected
CHK,EP,Undirected
DVN,EP,Undirected
MO,EOG,Undirected
SVU,EOG,Undirected
WAG,EOG,Undirected
AEP,EOG,Undirected
DUK,EOG,Undirected
EQT,EOG,Undirected
OKE,EOG,Undirected
APA,EOG,Undirected
CAM,EOG,Undirected
CHK,EOG,Undirected
COP,EOG,Undirected
DNR,EOG,Undirected
DVN,EOG,Undirected
MO,XOM,Undirected
KO,XOM,Undirected
CCE,XOM,Undirected
STZ,XOM,Undirected
CVS,XOM,Undirected
EL,XOM,Undirected
GIS,XOM,Undirected
HNZ,XOM,Undirected
K,XOM,Undirected
KMB,XOM,Undirected
MKC,XOM,Undirected
PEP,XOM,Undirected
PG,XOM,Undirected
SWY,XOM,Undirected
SJM,XOM,Undirected
HSY,XOM,Undirected
WMT,XOM,Undirected
WAG,XOM,Undirected
WFM,XOM,Undirected
TEG,XOM,Undirected
NU,XOM,Undirected
OKE,XOM,Undirected
PPL,XOM,Undirected
TE,XOM,Undirected
XEL,XOM,Undirected
APC,XOM,Undirected
CAM,XOM,Undirected
CVX,XOM,Undirected
COP,XOM,Undirected
CNX,XOM,Undirected
DVN,XOM,Undirected
EP,XOM,Undirected
ADM,FTI,Undirected
EL,FTI,Undirected
GAS,FTI,Undirected
XEL,FTI,Undirected
BHI,FTI,Undirected
COG,FTI,Undirected
CAM,FTI,Undirected
GIS,HAL,Undirected
PG,HAL,Undirected
FE,HAL,Undirected
GAS,HAL,Undirected
BHI,HAL,Undirected
CAM,HAL,Undirected
DNR,HAL,Undirected
DO,HAL,Undirected
EP,HAL,Undirected
GIS,HP,Undirected
HRL,HP,Undirected
K,HP,Undirected
SVU,HP,Undirected
GAS,HP,Undirected
NI,HP,Undirected
PNW,HP,Undirected
SCG,HP,Undirected
SRE,HP,Undirected
APC,HP,Undirected
APA,HP,Undirected
DVN,HP,Undirected
DO,HP,Undirected
AEP,HES,Undirected
DTE,HES,Undirected
APC,HES,Undirected
APA,HES,Undirected
BHI,HES,Undirected
CVX,HES,Undirected
DNR,HES,Undirected
DO,HES,Undirected
EOG,HES,Undirected
XOM,HES,Undirected
HP,HES,Undirected
ADM,MRO,Undirected
KO,MRO,Undirected
SLE,MRO,Undirected
EXC,MRO,Undirected
NI,MRO,Undirected
OKE,MRO,Undirected
POM,MRO,Undirected
SCG,MRO,Undirected
APC,MRO,Undirected
COG,MRO,Undirected
CAM,MRO,Undirected
CVX,MRO,Undirected
COP,MRO,Undirected
DVN,MRO,Undirected
DO,MRO,Undirected
EP,MRO,Undirected
HES,MRO,Undirected
CLX,MUR,Undirected
STZ,MUR,Undirected
CVS,MUR,Undirected
NU,MUR,Undirected
OKE,MUR,Undirected
POM,MUR,Undirected
XEL,MUR,Undirected
APA,MUR,Undirected
COG,MUR,Undirected
CVX,MUR,Undirected
COP,MUR,Undirected
CNX,MUR,Undirected
DNR,MUR,Undirected
DVN,MUR,Undirected
DO,MUR,Undirected
XOM,MUR,Undirected
FTI,MUR,Undirected
HES,MUR,Undirected
MRO,MUR,Undirected
ADM,NBR,Undirected
STZ,NBR,Undirected
NI,NBR,Undirected
POM,NBR,Undirected
PGN,NBR,Undirected
APC,NBR,Undirected
BHI,NBR,Undirected
COG,NBR,Undirected
CVX,NBR,Undirected
DVN,NBR,Undirected
DO,NBR,Undirected
EP,NBR,Undirected
EOG,NBR,Undirected
FTI,NBR,Undirected
HAL,NBR,Undirected
HP,NBR,Undirected
ADM,NOV,Undirected
WMT,NOV,Undirected
FE,NOV,Undirected
BHI,NOV,Undirected
CAM,NOV,Undirected
CVX,NOV,Undirected
DO,NOV,Undirected
FTI,NOV,Undirected
HAL,NOV,Undirected
HES,NOV,Undirected
NBR,NOV,Undirected
APC,NFX,Undirected
CVX,NFX,Undirected
COP,NFX,Undirected
DNR,NFX,Undirected
EOG,NFX,Undirected
XOM,NFX,Undirected
MUR,NFX,Undirected
AVP,NE,Undirected
COST,NE,Undirected
KMB,NE,Undirected
MKC,NE,Undirected
SYY,NE,Undirected
OKE,NE,Undirected
SRE,NE,Undirected
APC,NE,Undirected
APA,NE,Undirected
COG,NE,Undirected
CAM,NE,Undirected
CVX,NE,Undirected
DO,NE,Undirected
FTI,NE,Undirected
HAL,NE,Undirected
HP,NE,Undirected
MRO,NE,Undirected
NOV,NE,Undirected
NFX,NE,Undirected
CL,NBL,Undirected
CNP,NBL,Undirected
APC,NBL,Undirected
APA,NBL,Undirected
COG,NBL,Undirected
CHK,NBL,Undirected
COP,NBL,Undirected
CNX,NBL,Undirected
DVN,NBL,Undirected
EP,NBL,Undirected
EOG,NBL,Undirected
XOM,NBL,Undirected
FTI,NBL,Undirected
HP,NBL,Undirected
CLX,OXY,Undirected
STZ,OXY,Undirected
GAS,OXY,Undirected
APC,OXY,Undirected
APA,OXY,Undirected
COG,OXY,Undirected
CAM,OXY,Undirected
CVX,OXY,Undirected
COP,OXY,Undirected
DVN,OXY,Undirected
EOG,OXY,Undirected
HAL,OXY,Undirected
HP,OXY,Undirected
HES,OXY,Undirected
MRO,OXY,Undirected
NOV,OXY,Undirected
ADM,BTU,Undirected
STZ,BTU,Undirected
KMB,BTU,Undirected
MKC,BTU,Undirected
AEE,BTU,Undirected
D,BTU,Undirected
EQT,BTU,Undirected
CNX,BTU,Undirected
DNR,BTU,Undirected
DVN,BTU,Undirected
DO,BTU,Undirected
EOG,BTU,Undirected
FTI,BTU,Undirected
MRO,BTU,Undirected
MUR,BTU,Undirected
CMS,PXD,Undirected
POM,PXD,Undirected
APC,PXD,Undirected
APA,PXD,Undirected
COG,PXD,Undirected
CAM,PXD,Undirected
CVX,PXD,Undirected
COP,PXD,Undirected
CNX,PXD,Undirected
DVN,PXD,Undirected
EOG,PXD,Undirected
NBL,PXD,Undirected
ED,RRC,Undirected
EIX,RRC,Undirected
EQT,RRC,Undirected
APA,RRC,Undirected
COG,RRC,Undirected
CHK,RRC,Undirected
COP,RRC,Undirected
DNR,RRC,Undirected
EOG,RRC,Undirected
HP,RRC,Undirected
NBR,RRC,Undirected
BTU,RRC,Undirected
AVP,RDC,Undirected
SYY,RDC,Undirected
CMS,RDC,Undirected
ED,RDC,Undirected
DTE,RDC,Undirected
GAS,RDC,Undirected
BHI,RDC,Undirected
CHK,RDC,Undirected
COP,RDC,Undirected
DO,RDC,Undirected
HAL,RDC,Undirected
HES,RDC,Undirected
MRO,RDC,Undirected
MUR,RDC,Undirected
NBR,RDC,Undirected
NOV,RDC,Undirected
NE,RDC,Undirected
OXY,RDC,Undirected
SWY,SLB,Undirected
ETR,SLB,Undirected
BHI,SLB,Undirected
DO,SLB,Undirected
EP,SLB,Undirected
XOM,SLB,Undirected
HAL,SLB,Undirected
HES,SLB,Undirected
MUR,SLB,Undirected
NBR,SLB,Undirected
NE,SLB,Undirected
OXY,SLB,Undirected
BTU,SLB,Undirected
RRC,SLB,Undirected
ADM,SWN,Undirected
EL,SWN,Undirected
PEP,SWN,Undirected
APC,SWN,Undirected
COG,SWN,Undirected
CHK,SWN,Undirected
COP,SWN,Undirected
CNX,SWN,Undirected
DNR,SWN,Undirected
EOG,SWN,Undirected
XOM,SWN,Undirected
HES,SWN,Undirected
NOV,SWN,Undirected
OXY,SWN,Undirected
PXD,SWN,Undirected
RRC,SWN,Undirected
HNZ,SUN,Undirected
HRL,SUN,Undirected
SYY,SUN,Undirected
HSY,SUN,Undirected
AEP,SUN,Undirected
ED,SUN,Undirected
SCG,SUN,Undirected
CAM,SUN,Undirected
CHK,SUN,Undirected
CNX,SUN,Undirected
DVN,SUN,Undirected
EP,SUN,Undirected
XOM,SUN,Undirected
FTI,SUN,Undirected
HAL,SUN,Undirected
HES,SUN,Undirected
MRO,SUN,Undirected
NE,SUN,Undirected
OXY,SUN,Undirected
SLB,SUN,Undirected
SWN,SUN,Undirected
AVP,TSO,Undirected
EL,TSO,Undirected
HRL,TSO,Undirected
SWY,TSO,Undirected
SLE,TSO,Undirected
SYY,TSO,Undirected
ED,TSO,Undirected
NEE,TSO,Undirected
SRE,TSO,Undirected
SO,TSO,Undirected
BHI,TSO,Undirected
CVX,TSO,Undirected
COP,TSO,Undirected
EOG,TSO,Undirected
MRO,TSO,Undirected
OXY,TSO,Undirected
RRC,TSO,Undirected
SUN,TSO,Undirected
ADM,VLO,Undirected
AVP,VLO,Undirected
CL,VLO,Undirected
EL,VLO,Undirected
SLE,VLO,Undirected
FE,VLO,Undirected
TEG,VLO,Undirected
PGN,VLO,Undirected
SO,VLO,Undirected
APA,VLO,Undirected
CHK,VLO,Undirected
CNX,VLO,Undirected
DNR,VLO,Undirected
DO,VLO,Undirected
NBR,VLO,Undirected
NOV,VLO,Undirected
BTU,VLO,Undirected
RRC,VLO,Undirected
SWN,VLO,Undirected
SUN,VLO,Undirected
TSO,VLO,Undirected
SVU,WMB,Undirected
TSN,WMB,Undirected
AES,WMB,Undirected
CEG,WMB,Undirected
EQT,WMB,Undirected
FE,WMB,Undirected
TEG,WMB,Undirected
OKE,WMB,Undirected
PGN,WMB,Undirected
APC,WMB,Undirected
APA,WMB,Undirected
COG,WMB,Undirected
CNX,WMB,Undirected
DNR,WMB,Undirected
DVN,WMB,Undirected
EP,WMB,Undirected
XOM,WMB,Undirected
MRO,WMB,Undirected
NBR,WMB,Undirected
NOV,WMB,Undirected
NBL,WMB,Undirected
OXY,WMB,Undirected
RRC,WMB,Undirected
SWN,WMB,Undirected
VLO,WMB,Undirected
