Source,Target,Type
ADM,SLE,Undirected
AVP,SLE,Undirected
CPB,SLE,Undirected
CLX,SLE,Undirected
CL,SLE,Undirected
COST,SLE,Undirected
CVS,SLE,Undirected
EL,SLE,Undirected
HNZ,SLE,Undirected
K,SLE,Undirected
KMB,SLE,Undirected
KFT,SLE,Undirected
KR,SLE,Undirected
TAP,SLE,Undirected
PEP,SLE,Undirected
SWY,SLE,Undirected
ADM,SJM,Undirected
AVP,SJM,Undirected
CPB,SJM,Undirected
CLX,SJM,Undirected
KO,SJM,Undirected
CCE,SJM,Undirected
CL,SJM,Undirected
EL,SJM,Undirected
GIS,SJM,Undirected
HNZ,SJM,Undirected
HRL,SJM,Undirected
K,SJM,Undirected
KMB,SJM,Undirected
KFT,SJM,Undirected
MKC,SJM,Undirected
PG,SJM,Undirected
RAI,SJM,Undirected
SWY,SJM,Undirected
MO,SVU,Undirected
ADM,SVU,Undirected
KO,SVU,Undirected
CL,SVU,Undirected
COST,SVU,Undirected
CVS,SVU,Undirected
EL,SVU,Undirected
GIS,SVU,Undirected
HRL,SVU,Undirected
K,SVU,Undirected
KMB,SVU,Undirected
KFT,SVU,Undirected
KR,SVU,Undirected
MKC,SVU,Undirected
TAP,SVU,Undirected
PEP,SVU,Undirected
SWY,SVU,Undirected
SLE,SVU,Undirected
SJM,SVU,Undirected
MO,SYY,Undirected
CCE,SYY,Undirected
CL,SYY,Undirected
STZ,SYY,Undirected
CVS,SYY,Undirected
EL,SYY,Undirected
HNZ,SYY,Undirected
KR,SYY,Undirected
TAP,SYY,Undirected
PEP,SYY,Undirected
RAI,SYY,Undirected
SWY,SYY,Undirected
SJM,SYY,Undirected
MO,HSY,Undirected
ADM,HSY,Undirected
CLX,HSY,Undirected
CCE,HSY,Undirected
STZ,HSY,Undirected
CVS,HSY,Undirected
DF,HSY,Undirected
EL,HSY,Undirected
HNZ,HSY,Undirected
K,HSY,Undirected
KMB,HSY,Undirected
KFT,HSY,Undirected
KR,HSY,Undirected
MKC,HSY,Undirected
TAP,HSY,Undirected
PEP,HSY,Undirected
RAI,HSY,Undirected
SWY,HSY,Undirected
SJM,HSY,Undirected
ADM,TSN,Undirected
AVP,TSN,Undirected
CLX,TSN,Undirected
KO,TSN,Undirected
STZ,TSN,Undirected
CVS,TSN,Undirected
DF,TSN,Undirected
EL,TSN,Undirected
GIS,TSN,Undirected
HNZ,TSN,Undirected
KMB,TSN,Undirected
KFT,TSN,Undirected
TAP,TSN,Undirected
RAI,TSN,Undirected
SWY,TSN,Undirected
SLE,TSN,Undirected
SJM,TSN,Undirected
SVU,TSN,Undirected
SYY,TSN,Undirected
HSY,TSN,Undirected
MO,WMT,Undirected
AVP,WMT,Undirected
KO,WMT,Undirected
CCE,WMT,Undirected
COST,WMT,Undirected
CVS,WMT,Undirected
DF,WMT,Undirected
HNZ,WMT,Undirected
HRL,WMT,Undirected
K,WMT,Undirected
KMB,WMT,Undirected
KFT,WMT,Undirected
KR,WMT,Undirected
MKC,WMT,Undirected
SWY,WMT,Undirected
SJM,WMT,Undirected
SVU,WMT,Undirected
SYY,WMT,Undirected
TSN,WMT,Undirected
MO,WAG,Undirected
AVP,WAG,Undirected
CPB,WAG,Undirected
CLX,WAG,Undirected
KO,WAG,Undirected
STZ,WAG,Undirected
COST,WAG,Undirected
CVS,WAG,Undirected
EL,WAG,Undirected
HNZ,WAG,Undirected
HRL,WAG,Undirected
K,WAG,Undirected
KFT,WAG,Undirected
KR,WAG,Undirected
MKC,WAG,Undirected
TAP,WAG,Undirected
SJM,WAG,Undirected
SYY,WAG,Undirected
TSN,WAG,Undirected
CPB,WFM,Undirected
CLX,WFM,Undirected
KO,WFM,Undirected
CL,WFM,Undirected
COST,WFM,Undirected
CVS,WFM,Undirected
EL,WFM,Undirected
GIS,WFM,Undirected
HRL,WFM,Undirected
K,WFM,Undirected
KR,WFM,Undirected
MKC,WFM,Undirected
TAP,WFM,Undirected
PG,WFM,Undirected
SWY,WFM,Undirected
SLE,WFM,Undirected
SJM,WFM,Undirected
SYY,WFM,Undirected
HSY,WFM,Undirected
WMT,WFM,Undirected
WAG,WFM,Undirected
AVP,AES,Undirected
STZ,AES,Undirected
DF,AES,Undirected
HNZ,AES,Undirected
K,AES,Undirected
TAP,AES,Undirected
PEP,AES,Undirected
RAI,AES,Undirected
SJM,AES,Undirected
TSN,AES,Undirected
WMT,AES,Undirected
ADM,AEE,Undirected
CLX,AEE,Undirected
KO,AEE,Undirected
CCE,AEE,Undirected
STZ,AEE,Undirected
COST,AEE,Undirected
DF,AEE,Undirected
EL,AEE,Undirected
HNZ,AEE,Undirected
KMB,AEE,Undirected
TAP,AEE,Undirected
SVU,AEE,Undirected
TSN,AEE,Undirected
WMT,AEE,Undirected
WAG,AEE,Undirected
WFM,AEE,Undirected
AES,AEE,Undirected
CLX,AEP,Undirected
KO,AEP,Undirected
CCE,AEP,Undirected
HNZ,AEP,Undirected
K,AEP,Undirected
KR,AEP,Undirected
PG,AEP,Undirected
RAI,AEP,Undirected
SWY,AEP,Undirected
SVU,AEP,Undirected
TSN,AEP,Undirected
WFM,AEP,Undirected
AEE,AEP,Undirected
ADM,CNP,Undirected
AVP,CNP,Undirected
CPB,CNP,Undirected
CLX,CNP,Undirected
DF,CNP,Undirected
EL,CNP,Undirected
HNZ,CNP,Undirected
KFT,CNP,Undirected
KR,CNP,Undirected
TAP,CNP,Undirected
PEP,CNP,Undirected
PG,CNP,Undirected
SWY,CNP,Undirected
SLE,CNP,Undirected
SVU,CNP,Undirected
HSY,CNP,Undirected
WMT,CNP,Undirected
WAG,CNP,Undirected
AES,CNP,Undirected
AEE,CNP,Undirected
AEP,CNP,Undirected
MO,CMS,Undirected
AVP,CMS,Undirected
CPB,CMS,Undirected
CL,CMS,Undirected
STZ,CMS,Undirected
DF,CMS,Undirected
GIS,CMS,Undirected
HNZ,CMS,Undirected
HRL,CMS,Undirected
PG,CMS,Undirected
SLE,CMS,Undirected
SYY,CMS,Undirected
WFM,CMS,Undirected
AES,CMS,Undirected
AVP,ED,Undirected
CPB,ED,Undirected
EL,ED,Undirected
HRL,ED,Undirected
KFT,ED,Undirected
MKC,ED,Undirected
PEP,ED,Undirected
SYY,ED,Undirected
WMT,ED,Undirected
WAG,ED,Undirected
AES,ED,Undirected
AEE,ED,Undirected
AEP,ED,Undirected
CNP,ED,Undirected
CPB,CEG,Undirected
CL,CEG,Undirected
STZ,CEG,Undirected
COST,CEG,Undirected
CVS,CEG,Undirected
HRL,CEG,Undirected
K,CEG,Undirected
KMB,CEG,Undirected
MKC,CEG,Undirected
PEP,CEG,Undirected
PG,CEG,Undirected
RAI,CEG,Undirected
SWY,CEG,Undirected
SJM,CEG,Undirected
SVU,CEG,Undirected
SYY,CEG,Undirected
HSY,CEG,Undirected
TSN,CEG,Undirected
AES,CEG,Undirected
CNP,CEG,Undirected
CMS,CEG,Undirected
CLX,D,Undirected
KO,D,Undirected
CCE,D,Undirected
STZ,D,Undirected
COST,D,Undirected
CVS,D,Undirected
DF,D,Undirected
EL,D,Undirected
HNZ,D,Undirected
KR,D,Undirected
MKC,D,Undirected
TAP,D,Undirected
SJM,D,Undirected
SVU,D,Undirected
HSY,D,Undirected
WFM,D,Undirected
AEP,D,Undirected
CMS,D,Undirected
CEG,D,Undirected
CPB,DTE,Undirected
KMB,DTE,Undirected
KFT,DTE,Undirected
PEP,DTE,Undirected
RAI,DTE,Undirected
SWY,DTE,Undirected
WMT,DTE,Undirected
WFM,DTE,Undirected
AEP,DTE,Undirected
CNP,DTE,Undirected
CMS,DTE,Undirected
ED,DTE,Undirected
D,DTE,Undirected
ADM,DUK,Undirected
AVP,DUK,Undirected
CPB,DUK,Undirected
CCE,DUK,Undirected
STZ,DUK,Undirected
HNZ,DUK,Undirected
HRL,DUK,Undirected
K,DUK,Undirected
TAP,DUK,Undirected
SJM,DUK,Undirected
SYY,DUK,Undirected
AEE,DUK,Undirected
AEP,DUK,Undirected
CNP,DUK,Undirected
CMS,DUK,Undirected
ED,DUK,Undirected
D,DUK,Undirected
MO,EIX,Undirected
ADM,EIX,Undirected
AVP,EIX,Undirected
CLX,EIX,Undirected
KO,EIX,Undirected
STZ,EIX,Undirected
DF,EIX,Undirected
HNZ,EIX,Undirected
KMB,EIX,Undirected
TAP,EIX,Undirected
RAI,EIX,Undirected
SLE,EIX,Undirected
SVU,EIX,Undirected
SYY,EIX,Undirected
TSN,EIX,Undirected
WAG,EIX,Undirected
AES,EIX,Undirected
CEG,EIX,Undirected
D,EIX,Undirected
DTE,EIX,Undirected
MO,ETR,Undirected
AVP,ETR,Undirected
DF,ETR,Undirected
GIS,ETR,Undirected
HRL,ETR,Undirected
KMB,ETR,Undirected
KFT,ETR,Undirected
KR,ETR,Undirected
TAP,ETR,Undirected
SWY,ETR,Undirected
SLE,ETR,Undirected
SVU,ETR,Undirected
SYY,ETR,Undirected
TSN,ETR,Undirected
WAG,ETR,Undirected
WFM,ETR,Undirected
AES,ETR,Undirected
AEE,ETR,Undirected
AEP,ETR,Undirected
CNP,ETR,Undirected
CEG,ETR,Undirected
EIX,ETR,Undirected
AVP,EQT,Undirected
KO,EQT,Undirected
STZ,EQT,Undirected
CVS,EQT,Undirected
EL,EQT,Undirected
GIS,EQT,Undirected
HNZ,EQT,Undirected
HRL,EQT,Undirected
K,EQT,Undirected
KMB,EQT,Undirected
KFT,EQT,Undirected
KR,EQT,Undirected
TAP,EQT,Undirected
PEP,EQT,Undirected
SLE,EQT,Undirected
SJM,EQT,Undirected
WMT,EQT,Undirected
WFM,EQT,Undirected
AEP,EQT,Undirected
ED,EQT,Undirected
CEG,EQT,Undirected
D,EQT,Undirected
DTE,EQT,Undirected
DUK,EQT,Undirected
CPB,EXC,Undirected
CLX,EXC,Undirected
KO,EXC,Undirected
COST,EXC,Undirected
HNZ,EXC,Undirected
HRL,EXC,Undirected
KFT,EXC,Undirected
KR,EXC,Undirected
PEP,EXC,Undirected
RAI,EXC,Undirected
HSY,EXC,Undirected
WFM,EXC,Undirected
AES,EXC,Undirected
AEE,EXC,Undirected
AEP,EXC,Undirected
CMS,EXC,Undirected
CEG,EXC,Undirected
D,EXC,Undirected
EIX,EXC,Undirected
ETR,EXC,Undirected
ADM,FE,Undirected
AVP,FE,Undirected
KO,FE,Undirected
DF,FE,Undirected
HNZ,FE,Undirected
K,FE,Undirected
KMB,FE,Undirected
PEP,FE,Undirected
PG,FE,Undirected
SYY,FE,Undirected
AEP,FE,Undirected
CMS,FE,Undirected
CEG,FE,Undirected
DTE,FE,Undirected
DUK,FE,Undirected
EIX,FE,Undirected
ETR,FE,Undirected
EXC,FE,Undirected
MO,TEG,Undirected
AVP,TEG,Undirected
CPB,TEG,Undirected
KO,TEG,Undirected
CCE,TEG,Undirected
CL,TEG,Undirected
COST,TEG,Undirected
GIS,TEG,Undirected
HRL,TEG,Undirected
K,TEG,Undirected
KMB,TEG,Undirected
KFT,TEG,Undirected
KR,TEG,Undirected
MKC,TEG,Undirected
SVU,TEG,Undirected
TSN,TEG,Undirected
WFM,TEG,Undirected
AEE,TEG,Undirected
CMS,TEG,Undirected
CEG,TEG,Undirected
DTE,TEG,Undirected
DUK,TEG,Undirected
EIX,TEG,Undirected
ETR,TEG,Undirected
EQT,TEG,Undirected
FE,TEG,Undirected
CCE,NEE,Undirected
COST,NEE,Undirected
CVS,NEE,Undirected
GIS,NEE,Undirected
HRL,NEE,Undirected
K,NEE,Undirected
KMB,NEE,Undirected
KR,NEE,Undirected
MKC,NEE,Undirected
RAI,NEE,Undirected
SLE,NEE,Undirected
TSN,NEE,Undirected
WMT,NEE,Undirected
WAG,NEE,Undirected
AES,NEE,Undirected
AEP,NEE,Undirected
CNP,NEE,Undirected
ED,NEE,Undirected
CEG,NEE,Undirected
D,NEE,Undirected
DTE,NEE,Undirected
EIX,NEE,Undirected
ETR,NEE,Undirected
EXC,NEE,Undirected
FE,NEE,Undirected
TEG,NEE,Undirected
CL,GAS,Undirected
DF,GAS,Undirected
EL,GAS,Undirected
GIS,GAS,Undirected
HNZ,GAS,Undirected
K,GAS,Undirected
KMB,GAS,Undirected
KFT,GAS,Undirected
TAP,GAS,Undirected
PG,GAS,Undirected
RAI,GAS,Undirected
SWY,GAS,Undirected
SJM,GAS,Undirected
SYY,GAS,Undirected
AES,GAS,Undirected
AEP,GAS,Undirected
CMS,GAS,Undirected
CEG,GAS,Undirected
ETR,GAS,Undirected
EXC,GAS,Undirected
FE,GAS,Undirected
TEG,GAS,Undirected
NEE,GAS,Undirected
CLX,NI,Undirected
KO,NI,Undirected
CL,NI,Undirected
STZ,NI,Undirected
DF,NI,Undirected
HRL,NI,Undirected
K,NI,Undirected
KR,NI,Undirected
PEP,NI,Undirected
RAI,NI,Undirected
SLE,NI,Undirected
SJM,NI,Undirected
TSN,NI,Undirected
WMT,NI,Undirected
WAG,NI,Undirected
WFM,NI,Undirected
AEE,NI,Undirected
ED,NI,Undirected
EQT,NI,Undirected
FE,NI,Undirected
GAS,NI,Undirected
AVP,NU,Undirected
STZ,NU,Undirected
CVS,NU,Undirected
HRL,NU,Undirected
KFT,NU,Undirected
MKC,NU,Undirected
TAP,NU,Undirected
PG,NU,Undirected
RAI,NU,Undirected
SLE,NU,Undirected
SYY,NU,Undirected
TSN,NU,Undirected
WAG,NU,Undirected
AEP,NU,Undirected
CMS,NU,Undirected
CEG,NU,Undirected
D,NU,Undirected
DTE,NU,Undirected
ETR,NU,Undirected
FE,NU,Undirected
NEE,NU,Undirected
ADM,OKE,Undirected
CLX,OKE,Undirected
CCE,OKE,Undirected
CL,OKE,Undirected
COST,OKE,Undirected
HNZ,OKE,Undirected
HRL,OKE,Undirected
K,OKE,Undirected
KMB,OKE,Undirected
KFT,OKE,Undirected
KR,OKE,Undirected
TAP,OKE,Undirected
PG,OKE,Undirected
RAI,OKE,Undirected
SWY,OKE,Undirected
SLE,OKE,Undirected
SVU,OKE,Undirected
HSY,OKE,Undirected
WMT,OKE,Undirected
WAG,OKE,Undirected
AES,OKE,Undirected
AEP,OKE,Undirected
CNP,OKE,Undirected
ED,OKE,Undirected
CEG,OKE,Undirected
DTE,OKE,Undirected
DUK,OKE,Undirected
TEG,OKE,Undirected
GAS,OKE,Undirected
NU,OKE,Undirected
CLX,POM,Undirected
KO,POM,Undirected
CCE,POM,Undirected
CL,POM,Undirected
STZ,POM,Undirected
DF,POM,Undirected
EL,POM,Undirected
GIS,POM,Undirected
HRL,POM,Undirected
KFT,POM,Undirected
TAP,POM,Undirected
PEP,POM,Undirected
TSN,POM,Undirected
WFM,POM,Undirected
AEP,POM,Undirected
CNP,POM,Undirected
CMS,POM,Undirected
ED,POM,Undirected
CEG,POM,Undirected
DTE,POM,Undirected
ETR,POM,Undirected
FE,POM,Undirected
GAS,POM,Undirected
NI,POM,Undirected
NU,POM,Undirected
OKE,POM,Undirected
AVP,PCG,Undirected
CPB,PCG,Undirected
CLX,PCG,Undirected
CL,PCG,Undirected
COST,PCG,Undirected
DF,PCG,Undirected
HNZ,PCG,Undirected
K,PCG,Undirected
KMB,PCG,Undirected
SWY,PCG,Undirected
HSY,PCG,Undirected
WAG,PCG,Undirected
AEE,PCG,Undirected
ED,PCG,Undirected
DTE,PCG,Undirected
DUK,PCG,Undirected
EIX,PCG,Undirected
EQT,PCG,Undirected
TEG,PCG,Undirected
NEE,PCG,Undirected
GAS,PCG,Undirected
NI,PCG,Undirected
ADM,PNW,Undirected
AVP,PNW,Undirected
CL,PNW,Undirected
STZ,PNW,Undirected
CVS,PNW,Undirected
EL,PNW,Undirected
KMB,PNW,Undirected
KR,PNW,Undirected
SLE,PNW,Undirected
HSY,PNW,Undirected
TSN,PNW,Undirected
WMT,PNW,Undirected
WFM,PNW,Undirected
AEE,PNW,Undirected
CNP,PNW,Undirected
ED,PNW,Undirected
CEG,PNW,Undirected
D,PNW,Undirected
DTE,PNW,Undirected
DUK,PNW,Undirected
EIX,PNW,Undirected
ETR,PNW,Undirected
TEG,PNW,Undirected
GAS,PNW,Undirected
NU,PNW,Undirected
OKE,PNW,Undirected
AVP,PPL,Undirected
CLX,PPL,Undirected
KO,PPL,Undirected
CCE,PPL,Undirected
COST,PPL,Undirected
HRL,PPL,Undirected
KMB,PPL,Undirected
KR,PPL,Undirected
PEP,PPL,Undirected
RAI,PPL,Undirected
SYY,PPL,Undirected
TSN,PPL,Undirected
WMT,PPL,Undirected
WAG,PPL,Undirected
AES,PPL,Undirected
AEP,PPL,Undirected
CNP,PPL,Undirected
CMS,PPL,Undirected
ED,PPL,Undirected
D,PPL,Undirected
EIX,PPL,Undirected
ETR,PPL,Undirected
EXC,PPL,Undirected
FE,PPL,Undirected
TEG,PPL,Undirected
NEE,PPL,Undirected
NI,PPL,Undirected
OKE,PPL,Undirected
POM,PPL,Undirected
CCE,PGN,Undirected
EL,PGN,Undirected
TAP,PGN,Undirected
PEP,PGN,Undirected
PG,PGN,Undirected
SJM,PGN,Undirected
AEE,PGN,Undirected
ED,PGN,Undirected
DTE,PGN,Undirected
DUK,PGN,Undirected
TEG,PGN,Undirected
GAS,PGN,Undirected
NI,PGN,Undirected
PCG,PGN,Undirected
PNW,PGN,Undirected
PPL,PGN,Undirected
ADM,SCG,Undirected
AVP,SCG,Undirected
CPB,SCG,Undirected
KO,SCG,Undirected
CL,SCG,Undirected
STZ,SCG,Undirected
COST,SCG,Undirected
HRL,SCG,Undirected
KFT,SCG,Undirected
MKC,SCG,Undirected
TAP,SCG,Undirected
PEP,SCG,Undirected
RAI,SCG,Undirected
SWY,SCG,Undirected
SJM,SCG,Undirected
SVU,SCG,Undirected
WFM,SCG,Undirected
CNP,SCG,Undirected
ED,SCG,Undirected
DUK,SCG,Undirected
EIX,SCG,Undirected
TEG,SCG,Undirected
GAS,SCG,Undirected
NU,SCG,Undirected
OKE,SCG,Undirected
POM,SCG,Undirected
PCG,SCG,Undirected
PNW,SCG,Undirected
PPL,SCG,Undirected
PGN,SCG,Undirected
MO,SRE,Undirected
CLX,SRE,Undirected
STZ,SRE,Undirected
DF,SRE,Undirected
KR,SRE,Undirected
SJM,SRE,Undirected
SYY,SRE,Undirected
HSY,SRE,Undirected
AES,SRE,Undirected
AEP,SRE,Undirected
CNP,SRE,Undirected
CMS,SRE,Undirected
ED,SRE,Undirected
CEG,SRE,Undirected
DTE,SRE,Undirected
EIX,SRE,Undirected
EXC,SRE,Undirected
GAS,SRE,Undirected
NU,SRE,Undirected
OKE,SRE,Undirected
PPL,SRE,Undirected
SCG,SRE,Undirected
AVP,SO,Undirected
KO,SO,Undirected
CCE,SO,Undirected
MKC,SO,Undirected
PEP,SO,Undirected
PG,SO,Undirected
RAI,SO,Undirected
SWY,SO,Undirected
SLE,SO,Undirected
SJM,SO,Undirected
SYY,SO,Undirected
TSN,SO,Undirected
WAG,SO,Undirected
AES,SO,Undirected
AEE,SO,Undirected
AEP,SO,Undirected
ED,SO,Undirected
D,SO,Undirected
DUK,SO,Undirected
EQT,SO,Undirected
EXC,SO,Undirected
NEE,SO,Undirected
OKE,SO,Undirected
PNW,SO,Undirected
PGN,SO,Undirected
SRE,SO,Undirected
MO,TE,Undirected
CPB,TE,Undirected
COST,TE,Undirected
GIS,TE,Undirected
HRL,TE,Undirected
K,TE,Undirected
KFT,TE,Undirected
TAP,TE,Undirected
PG,TE,Undirected
SVU,TE,Undirected
WAG,TE,Undirected
AES,TE,Undirected
AEP,TE,Undirected
CNP,TE,Undirected
CMS,TE,Undirected
ED,TE,Undirected
CEG,TE,Undirected
DTE,TE,Undirected
EIX,TE,Undirected
ETR,TE,Undirected
EXC,TE,Undirected
TEG,TE,Undirected
NEE,TE,Undirected
NU,TE,Undirected
PNW,TE,Undirected
PPL,TE,Undirected
PGN,TE,Undirected
SCG,TE,Undirected
SO,TE,Undirected
CPB,WEC,Undirected
CLX,WEC,Undirected
KO,WEC,Undirected
CL,WEC,Undirected
HRL,WEC,Undirected
K,WEC,Undirected
KMB,WEC,Undirected
KFT,WEC,Undirected
PG,WEC,Undirected
SJM,WEC,Undirected
TSN,WEC,Undirected
CMS,WEC,Undirected
ED,WEC,Undirected
CEG,WEC,Undirected
DTE,WEC,Undirected
DUK,WEC,Undirected
EIX,WEC,Undirected
ETR,WEC,Undirected
EQT,WEC,Undirected
EXC,WEC,Undirected
FE,WEC,Undirected
TEG,WEC,Undirected
NEE,WEC,Undirected
POM,WEC,Undirected
PCG,WEC,Undirected
PPL,WEC,Undirected
SCG,WEC,Undirected
SRE,WEC,Undirected
TE,WEC,Undirected
CLX,XEL,Undirected
KO,XEL,Undirected
CL,XEL,Undirected
STZ,XEL,Undirected
CVS,XEL,Undirected
DF,XEL,Undirected
EL,XEL,Undirected
GIS,XEL,Undirected
KFT,XEL,Undirected
KR,XEL,Undirected
MKC,XEL,Undirected
PEP,XEL,Undirected
RAI,XEL,Undirected
SWY,XEL,Undirected
SLE,XEL,Undirected
SJM,XEL,Undirected
SYY,XEL,Undirected
WFM,XEL,Undirected
AES,XEL,Undirected
CNP,XEL,Undirected
ED,XEL,Undirected
DUK,XEL,Undirected
ETR,XEL,Undirected
EQT,XEL,Undirected
EXC,XEL,Undirected
TEG,XEL,Undirected
NEE,XEL,Undirected
GAS,XEL,Undirected
NI,XEL,Undirected
OKE,XEL,Undirected
PCG,XEL,Undirected
PNW,XEL,Undirected
PGN,XEL,Undirected
SCG,XEL,Undirected
SRE,XEL,Undirected
WEC,XEL,Undirected
ADM,APC,Undirected
AVP,APC,Undirected
CPB,APC,Undirected
CCE,APC,Undirected
DF,APC,Undirected
EL,APC,Undirected
GIS,APC,Undirected
HRL,APC,Undirected
KMB,APC,Undirected
KFT,APC,Undirected
KR,APC,Undirected
SVU,APC,Undirected
SYY,APC,Undirected
HSY,APC,Undirected
TSN,APC,Undirected
WAG,APC,Undirected
D,APC,Undirected
EIX,APC,Undirected
EXC,APC,Undirected
OKE,APC,Undirected
PGN,APC,Undirected
SCG,APC,Undirected
SRE,APC,Undirected
AVP,APA,Undirected
CPB,APA,Undirected
CCE,APA,Undirected
CL,APA,Undirected
EL,APA,Undirected
HRL,APA,Undirected
K,APA,Undirected
MKC,APA,Undirected
SJM,APA,Undirected
SYY,APA,Undirected
TSN,APA,Undirected
WAG,APA,Undirected
WFM,APA,Undirected
AES,APA,Undirected
CEG,APA,Undirected
DUK,APA,Undirected
EIX,APA,Undirected
NI,APA,Undirected
PCG,APA,Undirected
SO,APA,Undirected
XEL,APA,Undirected
APC,APA,Undirected
ADM,BHI,Undirected
CPB,BHI,Undirected
CL,BHI,Undirected
STZ,BHI,Undirected
COST,BHI,Undirected
CVS,BHI,Undirected
DF,BHI,Undirected
K,BHI,Undirected
KMB,BHI,Undirected
MKC,BHI,Undirected
TAP,BHI,Undirected
RAI,BHI,Undirected
SWY,BHI,Undirected
SLE,BHI,Undirected
SJM,BHI,Undirected
SVU,BHI,Undirected
