Source,Target,Type
CPB,DUK,Undirected
STZ,DUK,Undirected
HNZ,DUK,Undirected
HRL,DUK,Undirected
K,DUK,Undirected
TAP,DUK,Undirected
SLE,DUK,Undirected
AEE,DUK,Undirected
AEP,DUK,Undirected
CNP,DUK,Undirected
ED,DUK,Undirected
D,DUK,Undirected
MO,EIX,Undirected
HNZ,EIX,Undirected
KMB,EIX,Undirected
TAP,EIX,Undirected
SLE,EIX,Undirected
SYY,EIX,Undirected
TSN,EIX,Undirected
WAG,EIX,Undirected
AES,EIX,Undirected
CEG,EIX,Undirected
DTE,EIX,Undirected
MO,ETR,Undirected
GIS,ETR,Undirected
KMB,ETR,Undirected
KR,ETR,Undirected
TAP,ETR,Undirected
SWY,ETR,Undirected
SLE,ETR,Undirected
SVU,ETR,Undirected
SYY,ETR,Undirected
TSN,ETR,Undirected
WFM,ETR,Undirected
AES,ETR,Undirected
AEP,ETR,Undirected
CNP,ETR,Undirected
CEG,ETR,Undirected
EIX,ETR,Undirected
STZ,EQT,Undirected
CVS,EQT,Undirected
EL,EQT,Undirected
HNZ,EQT,Undirected
KFT,EQT,Undirected
TAP,EQT,Undirected
PEP,EQT,Undirected
WMT,EQT,Undirected
WAG,EQT,Undirected
WFM,EQT,Undirected
AEE,EQT,Undirected
AEP,EQT,Undirected
ED,EQT,Undirected
CEG,EQT,Undirected
D,EQT,Undirected
DTE,EQT,Undirected
DUK,EQT,Undirected
CPB,EXC,Undirected
CLX,EXC,Undirected
KO,EXC,Undirected
COST,EXC,Undirected
HNZ,EXC,Undirected
HRL,EXC,Undirected
PEP,EXC,Undirected
SJM,EXC,Undirected
HSY,EXC,Undirected
WFM,EXC,Undirected
AES,EXC,Undirected
AEE,EXC,Undirected
AEP,EXC,Undirected
CMS,EXC,Undirected
CEG,EXC,Undirected
D,EXC,Undirected
EIX,EXC,Undirected
ETR,EXC,Undirected
AVP,FE,Undirected
K,FE,Undirected
KMB,FE,Undirected
PEP,FE,Undirected
PG,FE,Undirected
AEP,FE,Undirected
CMS,FE,Undirected
CEG,FE,Undirected
DTE,FE,Undirected
DUK,FE,Undirected
EIX,FE,Undirected
ETR,FE,Undirected
EXC,FE,Undirected
CPB,TEG,Undirected
CCE,TEG,Undirected
GIS,TEG,Undirected
HRL,TEG,Undirected
K,TEG,Undirected
KFT,TEG,Undirected
MKC,TEG,Undirected
AEE,TEG,Undirected
CMS,TEG,Undirected
CEG,TEG,Undirected
DTE,TEG,Undirected
DUK,TEG,Undirected
EIX,TEG,Undirected
ETR,TEG,Undirected
EQT,TEG,Undirected
FE,TEG,Undirected
CVS,NEE,Undirected
HRL,NEE,Undirected
MKC,NEE,Undirected
SLE,NEE,Undirected
TSN,NEE,Undirected
WMT,NEE,Undirected
AEP,NEE,Undirected
CNP,NEE,Undirected
ED,NEE,Undirected
CEG,NEE,Undirected
D,NEE,Undirected
DTE,NEE,Undirected
EIX,NEE,Undirected
ETR,NEE,Undirected
EXC,NEE,Undirected
FE,NEE,Undirected
TEG,NEE,Undirected
CL,GAS,Undirected
DF,GAS,Undirected
EL,GAS,Undirected
GIS,GAS,Undirected
HNZ,GAS,Undirected
TAP,GAS,Undirected
RAI,GAS,Undirected
SWY,GAS,Undirected
SJM,GAS,Undirected
SYY,GAS,Undirected
AES,GAS,Undirected
AEP,GAS,Undirected
CMS,GAS,Undirected
TEG,GAS,Undirected
CLX,NI,Undirected
DF,NI,Undirected
HRL,NI,Undirected
KR,NI,Undirected
PEP,NI,Undirected
SJM,NI,Undirected
TSN,NI,Undirected
WFM,NI,Undirected
ED,NI,Undirected
EQT,NI,Undirected
GAS,NI,Undirected
STZ,NU,Undirected
KFT,NU,Undirected
TAP,NU,Undirected
RAI,NU,Undirected
SLE,NU,Undirected
SYY,NU,Undirected
TSN,NU,Undirected
AEP,NU,Undirected
CMS,NU,Undirected
CEG,NU,Undirected
D,NU,Undirected
DTE,NU,Undirected
ETR,NU,Undirected
FE,NU,Undirected
NEE,NU,Undirected
ADM,OKE,Undirected
CLX,OKE,Undirected
COST,OKE,Undirected
KMB,OKE,Undirected
KR,OKE,Undirected
TAP,OKE,Undirected
PG,OKE,Undirected
RAI,OKE,Undirected
SWY,OKE,Undirected
SLE,OKE,Undirected
HSY,OKE,Undirected
WMT,OKE,Undirected
WAG,OKE,Undirected
AES,OKE,Undirected
CNP,OKE,Undirected
ED,OKE,Undirected
CEG,OKE,Undirected
DTE,OKE,Undirected
DUK,OKE,Undirected
TEG,OKE,Undirected
GAS,OKE,Undirected
NU,OKE,Undirected
CLX,POM,Undirected
CCE,POM,Undirected
CL,POM,Undirected
STZ,POM,Undirected
EL,POM,Undirected
HRL,POM,Undirected
TAP,POM,Undirected
PEP,POM,Undirected
TSN,POM,Undirected
AEP,POM,Undirected
CNP,POM,Undirected
CMS,POM,Undirected
ED,POM,Undirected
CEG,POM,Undirected
ETR,POM,Undirected
FE,POM,Undirected
GAS,POM,Undirected
NI,POM,Undirected
NU,POM,Undirected
OKE,POM,Undirected
AVP,PCG,Undirected
CPB,PCG,Undirected
CL,PCG,Undirected
DF,PCG,Undirected
K,PCG,Undirected
SWY,PCG,Undirected
AEE,PCG,Undirected
ED,PCG,Undirected
DTE,PCG,Undirected
EIX,PCG,Undirected
TEG,PCG,Undirected
NEE,PCG,Undirected
GAS,PCG,Undirected
NI,PCG,Undirected
AVP,PNW,Undirected
CL,PNW,Undirected
CVS,PNW,Undirected
SLE,PNW,Undirected
WFM,PNW,Undirected
AEE,PNW,Undirected
CNP,PNW,Undirected
ED,PNW,Undirected
CEG,PNW,Undirected
D,PNW,Undirected
DTE,PNW,Undirected
DUK,PNW,Undirected
ETR,PNW,Undirected
TEG,PNW,Undirected
NU,PNW,Undirected
OKE,PNW,Undirected
AVP,PPL,Undirected
CLX,PPL,Undirected
KO,PPL,Undirected
COST,PPL,Undirected
HRL,PPL,Undirected
WMT,PPL,Undirected
AES,PPL,Undirected
AEP,PPL,Undirected
CNP,PPL,Undirected
CMS,PPL,Undirected
ED,PPL,Undirected
D,PPL,Undirected
EIX,PPL,Undirected
ETR,PPL,Undirected
EXC,PPL,Undirected
FE,PPL,Undirected
TEG,PPL,Undirected
NEE,PPL,Undirected
NI,PPL,Undirected
POM,PPL,Undirected
EL,PGN,Undirected
TAP,PGN,Undirected
PEP,PGN,Undirected
PG,PGN,Undirected
AEE,PGN,Undirected
ED,PGN,Undirected
DTE,PGN,Undirected
DUK,PGN,Undirected
TEG,PGN,Undirected
NI,PGN,Undirected
PCG,PGN,Undirected
PNW,PGN,Undirected
PPL,PGN,Undirected
AVP,SCG,Undirected
CPB,SCG,Undirected
KO,SCG,Undirected
STZ,SCG,Undirected
COST,SCG,Undirected
HRL,SCG,Undirected
MKC,SCG,Undirected
PEP,SCG,Undirected
RAI,SCG,Undirected
SJM,SCG,Undirected
WFM,SCG,Undirected
CNP,SCG,Undirected
ED,SCG,Undirected
DUK,SCG,Undirected
EIX,SCG,Undirected
TEG,SCG,Undirected
GAS,SCG,Undirected
NU,SCG,Undirected
OKE,SCG,Undirected
POM,SCG,Undirected
PCG,SCG,Undirected
PNW,SCG,Undirected
PGN,SCG,Undirected
DF,SRE,Undirected
SYY,SRE,Undirected
AES,SRE,Undirected
AEP,SRE,Undirected
CNP,SRE,Undirected
CMS,SRE,Undirected
ED,SRE,Undirected
CEG,SRE,Undirected
DTE,SRE,Undirected
EIX,SRE,Undirected
EXC,SRE,Undirected
GAS,SRE,Undirected
NU,SRE,Undirected
OKE,SRE,Undirected
PPL,SRE,Undirected
SCG,SRE,Undirected
KO,SO,Undirected
CCE,SO,Undirected
MKC,SO,Undirected
PEP,SO,Undirected
PG,SO,Undirected
RAI,SO,Undirected
SLE,SO,Undirected
TSN,SO,Undirected
WAG,SO,Undirected
AES,SO,Undirected
AEE,SO,Undirected
AEP,SO,Undirected
ED,SO,Undirected
D,SO,Undirected
DUK,SO,Undirected
EQT,SO,Undirected
EXC,SO,Undirected
NEE,SO,Undirected
OKE,SO,Undirected
PNW,SO,Undirected
PGN,SO,Undirected
MO,TE,Undirected
CPB,TE,Undirected
COST,TE,Undirected
K,TE,Undirected
PG,TE,Undirected
WAG,TE,Undirected
AEP,TE,Undirected
CNP,TE,Undirected
CMS,TE,Undirected
ED,TE,Undirected
CEG,TE,Undirected
DTE,TE,Undirected
ETR,TE,Undirected
EXC,TE,Undirected
TEG,TE,Undirected
NEE,TE,Undirected
NU,TE,Undirected
PNW,TE,Undirected
PPL,TE,Undirected
PGN,TE,Undirected
SCG,TE,Undirected
SO,TE,Undirected
CPB,WEC,Undirected
CLX,WEC,Undirected
KMB,WEC,Undirected
CMS,WEC,Undirected
ED,WEC,Undirected
CEG,WEC,Undirected
DTE,WEC,Undirected
DUK,WEC,Undirected
EIX,WEC,Undirected
ETR,WEC,Undirected
EQT,WEC,Undirected
EXC,WEC,Undirected
FE,WEC,Undirected
TEG,WEC,Undirected
NEE,WEC,Undirected
POM,WEC,Undirected
PCG,WEC,Undirected
PPL,WEC,Undirected
SCG,WEC,Undirected
SRE,WEC,Undirected
TE,WEC,Undirected
KO,XEL,Undirected
CL,XEL,Undirected
STZ,XEL,Undirected
DF,XEL,Undirected
EL,XEL,Undirected
GIS,XEL,Undirected
KR,XEL,Undirected
PEP,XEL,Undirected
SWY,XEL,Undirected
SJM,XEL,Undirected
SYY,XEL,Undirected
WFM,XEL,Undirected
CNP,XEL,Undirected
ED,XEL,Undirected
DUK,XEL,Undirected
ETR,XEL,Undirected
EQT,XEL,Undirected
TEG,XEL,Undirected
NEE,XEL,Undirected
GAS,XEL,Undirected
NI,XEL,Undirected
OKE,XEL,Undirected
PCG,XEL,Undirected
PNW,XEL,Undirected
PGN,XEL,Undirected
SCG,XEL,Undirected
SRE,XEL,Undirected
WEC,XEL,Undirected
ADM,APC,Undirected
AVP,APC,Undirected
CCE,APC,Undirected
KFT,APC,Undirected
SYY,APC,Undirected
HSY,APC,Undirected
TSN,APC,Undirected
EXC,APC,Undirected
PGN,APC,Undirected
SRE,APC,Undirected
AVP,APA,Undirected
CL,APA,Undirected
HRL,APA,Undirected
SJM,APA,Undirected
SYY,APA,Undirected
TSN,APA,Undirected
WAG,APA,Undirected
PCG,APA,Undirected
SO,APA,Undirected
APC,APA,Undirected
ADM,BHI,Undirected
STZ,BHI,Undirected
TAP,BHI,Undirected
SLE,BHI,Undirected
HSY,BHI,Undirected
WFM,BHI,Undirected
AEE,BHI,Undirected
CEG,BHI,Undirected
EQT,BHI,Undirected
FE,BHI,Undirected
APC,BHI,Undirected
KO,COG,Undirected
CCE,COG,Undirected
DF,COG,Undirected
HNZ,COG,Undirected
TAP,COG,Undirected
PEP,COG,Undirected
PG,COG,Undirected
RAI,COG,Undirected
SLE,COG,Undirected
TSN,COG,Undirected
WFM,COG,Undirected
AEP,COG,Undirected
D,COG,Undirected
OKE,COG,Undirected
PGN,COG,Undirected
APA,COG,Undirected
CL,CAM,Undirected
COST,CAM,Undirected
MKC,CAM,Undirected
TAP,CAM,Undirected
PG,CAM,Undirected
RAI,CAM,Undirected
WFM,CAM,Undirected
AES,CAM,Undirected
AEE,CAM,Undirected
ETR,CAM,Undirected
EQT,CAM,Undirected
OKE,CAM,Undirected
PNW,CAM,Undirected
SCG,CAM,Undirected
WEC,CAM,Undirected
BHI,CAM,Undirected
STZ,CHK,Undirected
DF,CHK,Undirected
HNZ,CHK,Undirected
TAP,CHK,Undirected
SWY,CHK,Undirected
SJM,CHK,Undirected
SYY,CHK,Undirected
EIX,CHK,Undirected
GAS,CHK,Undirected
PCG,CHK,Undirected
PPL,CHK,Undirected
APC,CHK,Undirected
APA,CHK,Undirected
COG,CHK,Undirected
CAM,CHK,Undirected
MO,CVX,Undirected
KO,CVX,Undirected
CCE,CVX,Undirected
GIS,CVX,Undirected
HRL,CVX,Undirected
K,CVX,Undirected
SLE,CVX,Undirected
NI,CVX,Undirected
XEL,CVX,Undirected
APC,CVX,Undirected
BHI,CVX,Undirected
WAG,COP,Undirected
EQT,COP,Undirected
APC,COP,Undirected
APA,COP,Undirected
BHI,COP,Undirected
COG,COP,Undirected
CHK,COP,Undirected
CVX,COP,Undirected
ADM,CNX,Undirected
CCE,CNX,Undirected
COST,CNX,Undirected
EL,CNX,Undirected
GIS,CNX,Undirected
HNZ,CNX,Undirected
PG,CNX,Undirected
SWY,CNX,Undirected
SJM,CNX,Undirected
SVU,CNX,Undirected
HSY,CNX,Undirected
WMT,CNX,Undirected
AES,CNX,Undirected
AEE,CNX,Undirected
CNP,CNX,Undirected
CEG,CNX,Undirected
DTE,CNX,Undirected
EQT,CNX,Undirected
PCG,CNX,Undirected
TE,CNX,Undirected
ADM,DNR,Undirected
CPB,DNR,Undirected
CLX,DNR,Undirected
KO,DNR,Undirected
CCE,DNR,Undirected
HNZ,DNR,Undirected
HRL,DNR,Undirected
K,DNR,Undirected
MKC,DNR,Undirected
TAP,DNR,Undirected
PEP,DNR,Undirected
SWY,DNR,Undirected
WMT,DNR,Undirected
WAG,DNR,Undirected
WFM,DNR,Undirected
CEG,DNR,Undirected
EQT,DNR,Undirected
EXC,DNR,Undirected
GAS,DNR,Undirected
PCG,DNR,Undirected
APA,DNR,Undirected
COG,DNR,Undirected
CNX,DNR,Undirected
CLX,DVN,Undirected
EL,DVN,Undirected
K,DVN,Undirected
RAI,DVN,Undirected
SJM,DVN,Undirected
CEG,DVN,Undirected
DTE,DVN,Undirected
EIX,DVN,Undirected
SRE,DVN,Undirected
APC,DVN,Undirected
APA,DVN,Undirected
BHI,DVN,Undirected
COG,DVN,Undirected
CHK,DVN,Undirected
CVX,DVN,Undirected
COP,DVN,Undirected
DNR,DVN,Undirected
KO,DO,Undirected
GIS,DO,Undirected
K,DO,Undirected
KMB,DO,Undirected
SWY,DO,Undirected
HSY,DO,Undirected
WAG,DO,Undirected
AEP,DO,Undirected
CNP,DO,Undirected
ED,DO,Undirected
PNW,DO,Undirected
BHI,DO,Undirected
COG,DO,Undirected
MO,EP,Undirected
CLX,EP,Undirected
COST,EP,Undirected
HRL,EP,Undirected
KFT,EP,Undirected
KR,EP,Undirected
SYY,EP,Undirected
TSN,EP,Undirected
WAG,EP,Undirected
ED,EP,Undirected
CEG,EP,Undirected
D,EP,Undirected
DTE,EP,Undirected
EQT,EP,Undirected
TEG,EP,Undirected
SRE,EP,Undirected
WEC,EP,Undirected
APC,EP,Undirected
APA,EP,Undirected
DVN,EP,Undirected
MO,EOG,Undirected
CLX,EOG,Undirected
CVS,EOG,Undirected
HRL,EOG,Undirected
KFT,EOG,Undirected
SLE,EOG,Undirected
SVU,EOG,Undirected
SYY,EOG,Undirected
AEE,EOG,Undirected
OKE,EOG,Undirected
TE,EOG,Undirected
APC,EOG,Undirected
APA,EOG,Undirected
COG,EOG,Undirected
CHK,EOG,Undirected
COP,EOG,Undirected
CNX,EOG,Undirected
DNR,EOG,Undirected
DVN,EOG,Undirected
ADM,XOM,Undirected
KO,XOM,Undirected
MKC,XOM,Undirected
PEP,XOM,Undirected
SLE,XOM,Undirected
SYY,XOM,Undirected
HSY,XOM,Undirected
TSN,XOM,Undirected
WMT,XOM,Undirected
AEE,XOM,Undirected
TEG,XOM,Undirected
NI,XOM,Undirected
APA,XOM,Undirected
BHI,XOM,Undirected
CVX,XOM,Undirected
COP,XOM,Undirected
DNR,XOM,Undirected
EP,XOM,Undirected
ADM,FTI,Undirected
CLX,FTI,Undirected
COST,FTI,Undirected
DF,FTI,Undirected
EL,FTI,Undirected
K,FTI,Undirected
KR,FTI,Undirected
SLE,FTI,Undirected
WFM,FTI,Undirected
DTE,FTI,Undirected
APA,FTI,Undirected
CAM,FTI,Undirected
CNX,FTI,Undirected
DNR,FTI,Undirected
EP,FTI,Undirected
EOG,FTI,Undirected
XOM,FTI,Undirected
CLX,HAL,Undirected
DF,HAL,Undirected
HNZ,HAL,Undirected
HRL,HAL,Undirected
KMB,HAL,Undirected
KFT,HAL,Undirected
KR,HAL,Undirected
PG,HAL,Undirected
SVU,HAL,Undirected
HSY,HAL,Undirected
TSN,HAL,Undirected
WAG,HAL,Undirected
D,HAL,Undirected
DUK,HAL,Undirected
OKE,HAL,Undirected
POM,HAL,Undirected
PNW,HAL,Undirected
APC,HAL,Undirected
BHI,HAL,Undirected
CAM,HAL,Undirected
COP,HAL,Undirected
CNX,HAL,Undirected
DO,HAL,Undirected
FTI,HAL,Undirected
AVP,HP,Undirected
STZ,HP,Undirected
GIS,HP,Undirected
HRL,HP,Undirected
K,HP,Undirected
KR,HP,Undirected
SWY,HP,Undirected
SJM,HP,Undirected
SVU,HP,Undirected
WFM,HP,Undirected
AES,HP,Undirected
EXC,HP,Undirected
GAS,HP,Undirected
OKE,HP,Undirected
PCG,HP,Undirected
PNW,HP,Undirected
SCG,HP,Undirected
SRE,HP,Undirected
APC,HP,Undirected
COG,HP,Undirected
DVN,HP,Undirected
DO,HP,Undirected
ADM,HES,Undirected
COST,HES,Undirected
CVS,HES,Undirected
KFT,HES,Undirected
WAG,HES,Undirected
WFM,HES,Undirected
AES,HES,Undirected
ED,HES,Undirected
DTE,HES,Undirected
EXC,HES,Undirected
PCG,HES,Undirected
PNW,HES,Undirected
WEC,HES,Undirected
APA,HES,Undirected
CVX,HES,Undirected
COP,HES,Undirected
DNR,HES,Undirected
DO,HES,Undirected
ADM,MRO,Undirected
CLX,MRO,Undirected
KO,MRO,Undirected
CCE,MRO,Undirected
CL,MRO,Undirected
STZ,MRO,Undirected
CVS,MRO,Undirected
DF,MRO,Undirected
MKC,MRO,Undirected
SWY,MRO,Undirected
SLE,MRO,Undirected
SJM,MRO,Undirected
SYY,MRO,Undirected
TSN,MRO,Undirected
AES,MRO,Undirected
CMS,MRO,Undirected
CEG,MRO,Undirected
EXC,MRO,Undirected
GAS,MRO,Undirected
NU,MRO,Undirected
OKE,MRO,Undirected
SO,MRO,Undirected
APC,MRO,Undirected
BHI,MRO,Undirected
CHK,MRO,Undirected
CVX,MRO,Undirected
COP,MRO,Undirected
XOM,MRO,Undirected
HP,MRO,Undirected
HES,MRO,Undirected
CLX,MUR,Undirected
STZ,MUR,Undirected
CVS,MUR,Undirected
EL,MUR,Undirected
HNZ,MUR,Undirected
MKC,MUR,Undirected
PEP,MUR,Undirected
TSN,MUR,Undirected
EQT,MUR,Undirected
NEE,MUR,Undirected
PPL,MUR,Undirected
APC,MUR,Undirected
APA,MUR,Undirected
BHI,MUR,Undirected
CVX,MUR,Undirected
COP,MUR,Undirected
DO,MUR,Undirected
EP,MUR,Undirected
XOM,MUR,Undirected
HAL,MUR,Undirected
HES,MUR,Undirected
MRO,MUR,Undirected
MO,NBR,Undirected
CLX,NBR,Undirected
